nivel,ciiu,descripcion,fecha,ipi_valor
2,C28,Fabricación de maquinaria y equipo n.c.p.,2018-12-01,215.08
2,C28,Fabricación de maquinaria y equipo n.c.p.,2019-01-01,212.97
2,C28,Fabricación de maquinaria y equipo n.c.p.,2019-02-01,345.43
2,C28,Fabricación de maquinaria y equipo n.c.p.,2019-03-01,210.07
2,C28,Fabricación de maquinaria y equipo n.c.p.,2019-04-01,297.89
2,C28,Fabricación de maquinaria y equipo n.c.p.,2019-05-01,350.83
2,C28,Fabricación de maquinaria y equipo n.c.p.,2019-06-01,342.61
2,C28,Fabricación de maquinaria y equipo n.c.p.,2019-07-01,403.29
2,C28,Fabricación de maquinaria y equipo n.c.p.,2019-08-01,271.0
2,C28,Fabricación de maquinaria y equipo n.c.p.,2019-09-01,365.52
2,C28,Fabricación de maquinaria y equipo n.c.p.,2019-10-01,349.89
2,C28,Fabricación de maquinaria y equipo n.c.p.,2019-11-01,268.94
2,C28,Fabricación de maquinaria y equipo n.c.p.,2019-12-01,221.88
2,C28,Fabricación de maquinaria y equipo n.c.p.,2020-01-01,263.64
2,C28,Fabricación de maquinaria y equipo n.c.p.,2020-02-01,257.0
2,C28,Fabricación de maquinaria y equipo n.c.p.,2020-03-01,249.91
2,C28,Fabricación de maquinaria y equipo n.c.p.,2020-04-01,232.16
2,C28,Fabricación de maquinaria y equipo n.c.p.,2020-05-01,277.59
2,C28,Fabricación de maquinaria y equipo n.c.p.,2020-06-01,688.87
2,C28,Fabricación de maquinaria y equipo n.c.p.,2020-07-01,545.11
2,C28,Fabricación de maquinaria y equipo n.c.p.,2020-08-01,411.25
2,C28,Fabricación de maquinaria y equipo n.c.p.,2020-09-01,389.98
3,C282,Fabricación de maquinaria de uso especial.,2016-01-01,97.79
3,C282,Fabricación de maquinaria de uso especial.,2016-02-01,106.39
3,C282,Fabricación de maquinaria de uso especial.,2016-03-01,111.21
3,C282,Fabricación de maquinaria de uso especial.,2016-04-01,98.84
3,C282,Fabricación de maquinaria de uso especial.,2016-05-01,145.46
3,C282,Fabricación de maquinaria de uso especial.,2016-06-01,107.41
3,C282,Fabricación de maquinaria de uso especial.,2016-07-01,101.37
3,C282,Fabricación de maquinaria de uso especial.,2016-08-01,105.65
3,C282,Fabricación de maquinaria de uso especial.,2016-09-01,131.27
3,C282,Fabricación de maquinaria de uso especial.,2016-10-01,99.78
3,C282,Fabricación de maquinaria de uso especial.,2016-11-01,168.77
3,C282,Fabricación de maquinaria de uso especial.,2016-12-01,156.95
3,C282,Fabricación de maquinaria de uso especial.,2017-01-01,129.92
3,C282,Fabricación de maquinaria de uso especial.,2017-02-01,124.31
3,C282,Fabricación de maquinaria de uso especial.,2017-03-01,184.97
3,C282,Fabricación de maquinaria de uso especial.,2017-04-01,100.99
3,C282,Fabricación de maquinaria de uso especial.,2017-05-01,92.58
3,C282,Fabricación de maquinaria de uso especial.,2017-06-01,92.58
3,C282,Fabricación de maquinaria de uso especial.,2017-07-01,86.65
3,C282,Fabricación de maquinaria de uso especial.,2017-08-01,69.17
3,C282,Fabricación de maquinaria de uso especial.,2017-09-01,65.2
3,C282,Fabricación de maquinaria de uso especial.,2017-10-01,78.47
3,C282,Fabricación de maquinaria de uso especial.,2017-11-01,97.89
3,C282,Fabricación de maquinaria de uso especial.,2017-12-01,76.29
3,C282,Fabricación de maquinaria de uso especial.,2018-01-01,89.65
3,C282,Fabricación de maquinaria de uso especial.,2018-02-01,64.27
3,C282,Fabricación de maquinaria de uso especial.,2018-03-01,80.31
3,C282,Fabricación de maquinaria de uso especial.,2018-04-01,64.6
3,C282,Fabricación de maquinaria de uso especial.,2018-05-01,63.72
3,C282,Fabricación de maquinaria de uso especial.,2018-06-01,159.67
3,C282,Fabricación de maquinaria de uso especial.,2018-07-01,84.61
3,C282,Fabricación de maquinaria de uso especial.,2018-08-01,111.45
3,C282,Fabricación de maquinaria de uso especial.,2018-09-01,113.54
3,C282,Fabricación de maquinaria de uso especial.,2018-10-01,81.99
3,C282,Fabricación de maquinaria de uso especial.,2018-11-01,182.99
3,C282,Fabricación de maquinaria de uso especial.,2018-12-01,55.44
3,C282,Fabricación de maquinaria de uso especial.,2019-01-01,49.21
3,C282,Fabricación de maquinaria de uso especial.,2019-02-01,62.55
3,C282,Fabricación de maquinaria de uso especial.,2019-03-01,38.59
3,C282,Fabricación de maquinaria de uso especial.,2019-04-01,49.23
3,C282,Fabricación de maquinaria de uso especial.,2019-05-01,66.99
3,C282,Fabricación de maquinaria de uso especial.,2019-06-01,36.35
3,C282,Fabricación de maquinaria de uso especial.,2019-07-01,38.66
3,C282,Fabricación de maquinaria de uso especial.,2019-08-01,70.0
3,C282,Fabricación de maquinaria de uso especial.,2019-09-01,50.02
3,C282,Fabricación de maquinaria de uso especial.,2019-10-01,41.15
3,C282,Fabricación de maquinaria de uso especial.,2019-11-01,59.97
3,C282,Fabricación de maquinaria de uso especial.,2019-12-01,67.08
3,C282,Fabricación de maquinaria de uso especial.,2020-01-01,36.89
3,C282,Fabricación de maquinaria de uso especial.,2020-02-01,33.04
3,C282,Fabricación de maquinaria de uso especial.,2020-03-01,22.43
3,C282,Fabricación de maquinaria de uso especial.,2020-04-01,22.43
3,C282,Fabricación de maquinaria de uso especial.,2020-05-01,22.72
3,C282,Fabricación de maquinaria de uso especial.,2020-06-01,21.88
3,C282,Fabricación de maquinaria de uso especial.,2020-07-01,21.88
3,C282,Fabricación de maquinaria de uso especial.,2020-08-01,20.8
3,C282,Fabricación de maquinaria de uso especial.,2020-09-01,21.24
